Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits,recent_avg_deposits,Status,Assigned Branch
JPMorgan Chase Bank,0,Jefferson Valley Mall Branch,387,02/07/1984,,720 Lee Blvd At Route 6,Yorktown Heights,Westchester,NY,10598,41.33153,-73.80646,214831.0,216733.0,236906.0,273396.0,276412.0,271147.0,282530,276696.3333333333,CLOSED,230
JPMorgan Chase Bank,0,Gateway Plaza Branch,390,06/07/1984,,331-337 South End Avenue,New York City,New York,NY,10280,40.71053,-74.01629,260113.0,285836.0,287915.0,340904.0,345228.0,377184.0,364125,362179.0,CLOSED,128
JPMorgan Chase Bank,0,Broadway and 79th Street Branch,425,10/01/1969,11/09/1990,2219 Broadway,New York City,New York,NY,10024,40.7839,-73.98015,395943.0,412710.0,489051.0,516803.0,584403.0,555985.0,584026,574804.6666666666,CLOSED,32
JPMorgan Chase Bank,0,Morris Park Branch,433,08/31/1983,07/19/1991,1068 Morris Park Avenue,Bronx,Bronx,NY,10461,40.84911,-73.85402,126512.0,129094.0,136031.0,145582.0,151088.0,164809.0,223222,179706.33333333334,CLOSED,104
JPMorgan Chase Bank,0,Tottenville Branch,444,08/23/1974,11/08/1991,280 Page Avenue,Staten Island,Richmond,NY,10307,40.51718,-74.23413,100874.0,106069.0,105249.0,124999.0,136014.0,152985.0,163243,150747.33333333334,CLOSED,311
JPMorgan Chase Bank,0,Brentwood Branch,452,12/01/1936,03/13/1992,1800 Brentwood Road,Brentwood,Suffolk,NY,11717,40.77857,-73.24617,67617.0,71120.0,70120.0,77884.0,78620.0,81544.0,88342,82835.33333333333,CLOSED,262
JPMorgan Chase Bank,0,Lake Ronkonkoma Branch,458,07/23/1965,03/13/1992,601 Portion Road Lake Shore Plaza,Lake Ronkonkoma,Suffolk,NY,11779,40.83041,-73.09187,136362.0,142057.0,164646.0,161146.0,162623.0,161719.0,172494,165612.0,CLOSED,98
JPMorgan Chase Bank,0,Bellmore Branch,465,02/21/1966,06/20/1992,2631 Merrick Road,Bellmore,Nassau,NY,11710,40.66299,-73.52854,157461.0,171357.0,180755.0,179743.0,193951.0,205398.0,218548,205965.66666666666,CLOSED,85
JPMorgan Chase Bank,0,Allerton Avenue Branch,466,08/01/1936,06/20/1992,748 Allerton Avenue,Bronx,Bronx,NY,10467,40.8654,-73.86543,66486.0,67543.0,63695.0,66252.0,70273.0,76970.0,82549,76597.33333333333,CLOSED,11
JPMorgan Chase Bank,0,Riverdale North Branch,467,04/29/1963,06/20/1992,5656 Riverdale Avenue,Bronx,Bronx,NY,10471,40.90559,-73.90439,96722.0,102128.0,107326.0,118795.0,130364.0,127864.0,139053,132427.0,CLOSED,70
JPMorgan Chase Bank,0,Boynton Avenue Branch,469,04/14/1927,06/20/1992,1536 Westchester Avenue,Bronx,Bronx,NY,10472,40.82864,-73.87836,38890.0,39441.0,45274.0,50041.0,56442.0,60162.0,61872,59492.0,CLOSED,18
JPMorgan Chase Bank,0,City Island Branch,470,05/15/1939,06/20/1992,207 City Island Avenue,Bronx,Bronx,NY,10464,40.84425,-73.78537,74028.0,71203.0,74897.0,83269.0,84015.0,81752.0,87474,84413.66666666667,CLOSED,213
JPMorgan Chase Bank,0,Concourse Branch,471,12/06/1926,06/20/1992,128 East Fordham Road,Bronx,Bronx,NY,10468,40.86236,-73.8981,92532.0,96626.0,103650.0,110381.0,115712.0,123640.0,129136,122829.33333333333,CLOSED,94
JPMorgan Chase Bank,0,Melrose Branch,472,11/21/1949,06/20/1992,360 East 149th Street,Bronx,Bronx,NY,10455,40.81641,-73.91896,143362.0,139353.0,138835.0,142950.0,142865.0,148608.0,153533,148335.33333333334,CLOSED,210
JPMorgan Chase Bank,0,Mosholu Branch,473,06/15/1928,06/20/1992,3408 Jerome Avenue,Bronx,Bronx,NY,10467,40.881,-73.88322,85813.0,95107.0,98688.0,220304.0,118507.0,118387.0,131595,122829.66666666667,CLOSED,190
JPMorgan Chase Bank,0,Pelham Parkway Branch,474,11/06/1928,06/20/1992,2126 White Plains Road,Bronx,Bronx,NY,10462,40.85414,-73.86764,166924.0,168331.0,172688.0,183194.0,186641.0,206817.0,214699,202719.0,CLOSED,8
JPMorgan Chase Bank,0,New Lots Branch,479,03/13/1961,06/20/1992,2100 Linden Boulevard,Brooklyn,Kings,NY,11207,40.66074,-73.88503,40157.0,42180.0,42957.0,47242.0,53978.0,56586.0,60407,56990.333333333336,CLOSED,193
JPMorgan Chase Bank,0,Boro Park Branch,483,02/02/1925,06/20/1992,4901 Thirteenth Avenue,Brooklyn,Kings,NY,11219,40.63496,-73.9922,372403.0,377184.0,382038.0,499734.0,577501.0,666093.0,850875,698156.3333333334,CLOSED,124
JPMorgan Chase Bank,0,Brooklyn Trust Branch,485,10/16/1950,06/20/1992,177 Montague Street,Brooklyn,Kings,NY,11201,40.69423,-73.99223,463182.0,448075.0,480266.0,543999.0,594112.0,611802.0,656295,620736.3333333334,CLOSED,162
JPMorgan Chase Bank,0,Brownsville Branch,486,06/29/1903,06/20/1992,1697 Pitkin Avenue,Brooklyn,Kings,NY,11212,40.66971,-73.91058,26608.0,30392.0,31188.0,33872.0,34058.0,35972.0,40730,36920.0,CLOSED,144
JPMorgan Chase Bank,0,Bushwick Branch,487,07/01/1904,06/20/1992,819 Grand Street,Brooklyn,Kings,NY,11211,40.712,-73.94064,80934.0,93327.0,101083.0,106129.0,109817.0,126775.0,139762,125451.33333333333,CLOSED,137
JPMorgan Chase Bank,0,Church Avenue Branch,488,12/22/1941,06/20/1992,891 Utica Avenue,Brooklyn,Kings,NY,11203,40.65128,-73.93028,76595.0,77506.0,81188.0,85793.0,96325.0,102320.0,110297,102980.66666666667,CLOSED,231
JPMorgan Chase Bank,0,Bedford and Dekalb Branch,490,10/16/1950,06/20/1992,975 Bedford Avenue,Brooklyn,Kings,NY,11205,40.69073,-73.9553,41628.0,42412.0,53210.0,66539.0,78930.0,89326.0,100545,89600.33333333333,CLOSED,130
JPMorgan Chase Bank,0,Flatbush Branch,491,01/01/1812,06/20/1992,883 Flatbush Avenue,Brooklyn,Kings,NY,11226,40.65042,-73.95864,117655.0,127056.0,133409.0,153540.0,159055.0,171222.0,194198,174825.0,CLOSED,124
JPMorgan Chase Bank,0,Fourth Ave and 51st Street Branch,492,05/18/1912,06/20/1992,5101 Fourth Avenue,Brooklyn,Kings,NY,11220,40.64577,-74.01322,77872.0,79086.0,72429.0,81459.0,99274.0,103731.0,101875,101626.66666666667,CLOSED,66
JPMorgan Chase Bank,0,Flatlands Branch,493,09/01/1926,06/20/1992,1987 Flatbush Avenue,Brooklyn,Kings,NY,11234,40.62129,-73.93544,126379.0,114066.0,108546.0,108997.0,109926.0,123330.0,142094,125116.66666666667,CLOSED,235
JPMorgan Chase Bank,0,Newkirk Plaza Branch,494,03/10/1930,06/20/1992,1509 Foster Avenue,Brooklyn,Kings,NY,11230,40.63432,-73.96269,118751.0,123258.0,115551.0,148252.0,153831.0,164917.0,167768,162172.0,CLOSED,132
JPMorgan Chase Bank,0,Kings Highway Branch,495,09/22/1930,06/20/1992,1663 East 17th Street,Brooklyn,Kings,NY,11229,40.60919,-73.95643,148665.0,149714.0,152949.0,176143.0,186245.0,202885.0,207354,198828.0,CLOSED,191
JPMorgan Chase Bank,0,Mapleton Branch,496,09/13/1926,06/20/1992,6501 18th Avenue,Brooklyn,Kings,NY,11204,40.61909,-73.99014,152468.0,151279.0,177265.0,196219.0,199708.0,215111.0,241783,218867.33333333334,CLOSED,131
JPMorgan Chase Bank,0,Ninth Street Branch,498,12/29/1902,06/20/1992,444 5th Avenue,Brooklyn,Kings,NY,11215,40.66985,-73.98073,143163.0,161085.0,189245.0,205912.0,235212.0,248736.0,281082,255010.0,CLOSED,192
JPMorgan Chase Bank,0,Havemeyer and Broadway Branch,499,04/28/1922,06/20/1992,225 Havemeyer Street,Brooklyn,Kings,NY,11211,40.70909,-73.95906,182139.0,212658.0,247696.0,282110.0,323918.0,361398.0,396328,360548.0,CLOSED,239
JPMorgan Chase Bank,0,Avenue H Branch,500,10/01/1962,06/20/1992,1599 Flatbush Avenue,Brooklyn,Kings,NY,11210,40.63127,-73.946,100075.0,103583.0,109410.0,120122.0,118755.0,127984.0,174764,140501.0,CLOSED,143
JPMorgan Chase Bank,0,Avenue U and East 17th St Branch,501,01/01/1900,06/20/1992,1722 Avenue U,Brooklyn,Kings,NY,11229,40.59911,-73.95374,257757.0,256109.0,269664.0,393884.0,410870.0,432799.0,480204,441291.0,CLOSED,193
JPMorgan Chase Bank,0,Park Slope Branch,502,12/10/1928,06/20/1992,127 Seventh Avenue,Brooklyn,Kings,NY,11215,40.67313,-73.97627,237639.0,247785.0,278493.0,318071.0,336599.0,360810.0,426675,374694.6666666667,CLOSED,61
JPMorgan Chase Bank,0,Albee Square Branch,503,10/16/1950,06/20/1992,20 Flatbush Avenue,Brooklyn,Kings,NY,11217,40.68837,-73.98067,76183.0,80761.0,109879.0,114184.0,125820.0,136994.0,143496,135436.66666666666,CLOSED,131
JPMorgan Chase Bank,0,Sheepshead Bay Branch,504,01/20/1930,06/20/1992,2623 East 17th Street,Brooklyn,Kings,NY,11235,40.58801,-73.95236,169563.0,189151.0,207809.0,225472.0,253619.0,260294.0,319154,277689.0,CLOSED,132
JPMorgan Chase Bank,0,Utica Avenue Branch,506,11/02/1925,06/20/1992,257 Utica Avenue,Brooklyn,Kings,NY,11213,40.66975,-73.93096,42737.0,43627.0,46388.0,45421.0,47631.0,49028.0,77637,58098.666666666664,CLOSED,127
JPMorgan Chase Bank,0,Flushing Avenue Branch,507,04/04/1927,06/20/1992,210 Flushing Avenue,Brooklyn,Kings,NY,11205,40.6977,-73.96749,42574.0,47263.0,47002.0,55036.0,71490.0,71364.0,77548,73467.33333333333,CLOSED,125
JPMorgan Chase Bank,0,Grand Street Branch,509,01/01/1902,06/20/1992,231 Grand Street,New York City,New York,NY,10013,40.71853,-73.99513,110712.0,127369.0,161513.0,197445.0,219289.0,245988.0,281266,248847.66666666666,CLOSED,48
JPMorgan Chase Bank,0,Broadway and 96th Street Branch,512,01/01/1900,06/20/1992,"2551 Broadway, 96th Street",New York City,New York,NY,10025,40.79445,-73.97206,327054.0,336573.0,354604.0,385553.0,422699.0,441168.0,474228,446031.6666666667,CLOSED,379
JPMorgan Chase Bank,0,Delancey Street Branch,517,03/19/1915,06/20/1992,109 Delancey Street,New York City,New York,NY,10002,40.71855,-73.98854,85326.0,98701.0,110630.0,143089.0,156827.0,165411.0,241126,187788.0,CLOSED,126
JPMorgan Chase Bank,0,New York Life Branch,520,12/18/1922,06/20/1992,386 Park Avenue South,New York City,New York,NY,10016,40.74292,-73.98449,656985.0,634703.0,719617.0,810799.0,828921.0,904748.0,1015342,916337.0,CLOSED,126
JPMorgan Chase Bank,0,University Place Branch,522,01/31/1966,06/20/1992,32 University Place,New York City,New York,NY,10003,40.73203,-73.99448,309704.0,319792.0,319671.0,389547.0,380990.0,425712.0,505325,437342.3333333333,CLOSED,125
JPMorgan Chase Bank,0,Harlem Branch,525,11/02/1936,06/20/1992,322 West 125th Street,New York City,New York,NY,10027,40.81054,-73.95217,100240.0,94289.0,100148.0,116099.0,110693.0,112429.0,108995,110705.66666666667,CLOSED,9
JPMorgan Chase Bank,0,Broadway and 144th St Branch,526,09/01/1915,06/20/1992,3515 Broadway,New York City,New York,NY,10031,40.82581,-73.95111,52810.0,54194.0,62007.0,62872.0,73002.0,77545.0,80515,77020.66666666667,CLOSED,33
JPMorgan Chase Bank,0,West 125th Street Branch,528,01/01/1812,06/20/1992,55 West 125th Street,New York City,New York,NY,10027,40.80728,-73.94431,49683.0,52944.0,76041.0,62727.0,62265.0,59547.0,62652,61488.0,CLOSED,375
JPMorgan Chase Bank,0,Stuyvesant Town Branch,530,06/30/1937,06/20/1992,255-257 First Avenue,New York City,New York,NY,10003,40.73198,-73.98219,174708.0,190866.0,206476.0,229780.0,256334.0,264379.0,294083,271598.6666666667,CLOSED,192
JPMorgan Chase Bank,0,Madison Avenue & 72nd Street Branch,541,03/01/1932,06/20/1992,35 East 72nd Street,New York City,New York,NY,10021,40.77162,-73.96504,526273.0,708192.0,723552.0,737114.0,746575.0,763661.0,815233,775156.3333333334,CLOSED,20
JPMorgan Chase Bank,0,Madison Ave Abd 48th St Branch,544,04/11/1960,06/20/1992,401 Madison Avenue,New York City,New York,NY,10017,40.75598,-73.97686,45099076.0,62630984.0,81960379.0,85177807.0,98322162.0,84569038.0,69044786,83978662.0,CLOSED,33
JPMorgan Chase Bank,0,Murray Hill Branch,547,11/16/1964,06/20/1992,450 Third Avenue,New York City,New York,NY,10016,40.74387,-73.97955,221419.0,313100.0,340458.0,336345.0,319832.0,349772.0,344585,338063.0,CLOSED,198
JPMorgan Chase Bank,0,Astoria Broadway and 21st St Branch,549,11/17/1958,06/20/1992,21-21 Broadway,Astoria,Queens,NY,11106,,,134200.0,140345.0,147350.0,173815.0,195214.0,206064.0,225574,208950.66666666666,OPEN,156
JPMorgan Chase Bank,0,Junction Boulevard Branch,550,01/27/1934,06/20/1992,37-29 Junction Boulevard,Corona,Queens,NY,11368,,,108729.0,108157.0,112103.0,126361.0,126652.0,139557.0,194880,153696.33333333334,OPEN,157
JPMorgan Chase Bank,0,Glen Oaks Branch,555,07/14/1950,06/20/1992,256-21 Union Turnpike,Glen Oaks,Queens,NY,11004,40.74549,-73.71507,102893.0,110466.0,115407.0,128875.0,143291.0,161679.0,177306,160758.66666666666,CLOSED,172
JPMorgan Chase Bank,0,Holliswood Branch,556,05/24/1954,06/20/1992,205-19 Hillside Avenue,Hollis,Queens,NY,11423,40.72077,-73.76014,135263.0,135889.0,135370.0,143989.0,149796.0,167186.0,181550,166177.33333333334,CLOSED,218
JPMorgan Chase Bank,0,Jackson Heights Branch,557,11/27/1950,06/20/1992,37-15 82nd Street,Jackson Heights,Queens,NY,11372,,,178380.0,184497.0,192871.0,204153.0,207949.0,234181.0,233985,225371.66666666666,OPEN,160
JPMorgan Chase Bank,0,Kew Gardens Branch,559,02/24/1950,06/20/1992,118-30 Queens Boulevard,Forest Hills,Queens,NY,11375,40.71475,-73.83218,116562.0,100347.0,108380.0,130912.0,140822.0,159394.0,170186,156800.66666666666,CLOSED,161
JPMorgan Chase Bank,0,Sunnyside North Branch,561,11/01/1946,06/20/1992,47-11 Queens Boulevard,Sunnyside,Queens,NY,11104,40.74315,-73.91708,172783.0,168368.0,176517.0,189087.0,200097.0,208223.0,218572,208964.0,CLOSED,24
JPMorgan Chase Bank,0,Ridgewood Branch,563,08/31/1921,06/20/1992,60-67 Myrtle Avenue,Ridgewood,Queens,NY,11385,40.70068,-73.89588,159586.0,161695.0,168912.0,193408.0,194767.0,210515.0,239461,214914.33333333334,CLOSED,131
JPMorgan Chase Bank,0,Woodside Branch,565,02/09/1942,06/20/1992,59-26 Woodside Avenue,Woodside,Queens,NY,11377,,,193998.0,196396.0,209352.0,236062.0,254944.0,275288.0,298628,276286.6666666667,OPEN,164
JPMorgan Chase Bank,0,Scarsdale Central Park Branch,568,01/09/1967,06/20/1992,"660 Central Park Avenue, #662",Scarsdale,Westchester,NY,10583,40.99988,-73.8153,124751.0,113163.0,125218.0,134956.0,136289.0,137138.0,203636,159021.0,CLOSED,249
JPMorgan Chase Bank,0,Madison Square Garden Branch,573,12/18/1967,06/20/1992,2 Pennsylvania Plaza,New York City,New York,NY,10001,40.74959,-73.99172,427106.0,452762.0,471520.0,517352.0,602574.0,641415.0,649655,631214.6666666666,CLOSED,126
JPMorgan Chase Bank,0,Tysens Lane Branch,577,12/29/1969,06/20/1992,2754 Hylan Boulevard,Staten Island,Richmond,NY,10306,40.56537,-74.11471,183755.0,181199.0,185636.0,204447.0,207016.0,216286.0,221378,214893.33333333334,CLOSED,50
JPMorgan Chase Bank,0,Port Washington Branch,578,04/11/1970,06/20/1992,115 Main Street,Port Washington,Nassau,NY,11050,40.83042,-73.6906,500040.0,486629.0,509760.0,558310.0,526763.0,574068.0,593566,564799.0,CLOSED,267
JPMorgan Chase Bank,0,Hunts Point Branch,586,04/05/1971,06/20/1992,1355 Oak Point Avenue,Bronx,Bronx,NY,10474,40.81068,-73.88309,29761.0,35522.0,35239.0,42160.0,47444.0,51894.0,48252,49196.666666666664,CLOSED,47
JPMorgan Chase Bank,0,Bedford Village Branch,589,11/08/1971,06/20/1992,420 Old Post Road,Bedford,Westchester,NY,10506,41.19557,-73.65517,118327.0,120537.0,124930.0,126630.0,137616.0,130932.0,240960,169836.0,CLOSED,252
JPMorgan Chase Bank,0,North Broadway Branch,594,06/19/1972,06/20/1992,984 North Broadway,Yonkers,Westchester,NY,10701,40.96985,-73.88435,57326.0,59339.0,64696.0,70969.0,69778.0,72797.0,78674,73749.66666666667,CLOSED,171
JPMorgan Chase Bank,0,Valley Stream Branch,597,05/21/1973,06/20/1992,163 West Merrick Road,Valley Stream,Nassau,NY,11580,40.6663,-73.70341,173666.0,172788.0,173725.0,176409.0,185545.0,185222.0,199698,190155.0,CLOSED,46
JPMorgan Chase Bank,0,Croton Branch,598,10/29/1973,06/20/1992,2003 Albany Post Road,Croton-On-Hudson,Westchester,NY,10520,41.23329,-73.91364,92127.0,95431.0,101910.0,109289.0,110926.0,119140.0,131127,120397.66666666667,CLOSED,254
JPMorgan Chase Bank,0,Cypress Hills Branch,599,03/04/1974,06/20/1992,3380 Fulton Street,Brooklyn,Kings,NY,11208,40.68394,-73.8709,50283.0,50349.0,52081.0,54496.0,58831.0,64096.0,69864,64263.666666666664,CLOSED,140
JPMorgan Chase Bank,0,Foster Avenue Branch,603,01/13/1975,06/20/1992,9601 Foster Avenue,Brooklyn,Kings,NY,11236,40.6478,-73.90661,108303.0,102971.0,110238.0,109174.0,117484.0,122619.0,137699,125934.0,CLOSED,127
JPMorgan Chase Bank,0,Greenpoint Branch,608,12/08/1975,06/20/1992,798 Manhattan Avenue,Brooklyn,Kings,NY,11222,40.72777,-73.95299,202012.0,210655.0,231316.0,251185.0,288298.0,321036.0,365409,324914.3333333333,CLOSED,198
JPMorgan Chase Bank,0,Glendale Woodhaven Branch,609,03/29/1976,06/20/1992,71-04 Woodhaven Boulevard,Ridgewood,Queens,NY,11385,40.71165,-73.85987,98430.0,101797.0,101964.0,111534.0,129334.0,130971.0,143488,134597.66666666666,CLOSED,127
JPMorgan Chase Bank,0,Mount Sinai Branch,624,12/26/1974,06/20/1992,5499 Nesconset Highway,Mount Sinai,Suffolk,NY,11766,40.93189,-73.03321,182016.0,197038.0,198995.0,217827.0,212899.0,225913.0,230524,223112.0,CLOSED,178
JPMorgan Chase Bank,0,Boston Post Rd and Weaver Branch,698,09/19/1975,06/20/1992,1350 Boston Post Road,Larchmont,Westchester,NY,10538,40.93503,-73.74785,184207.0,181817.0,191224.0,193681.0,204713.0,220590.0,236461,220588.0,CLOSED,184
JPMorgan Chase Bank,0,Commack Vanderbilt Pkwy Branch,701,09/22/1978,06/20/1992,39 Vanderbilt Motor Parkway,Commack,Suffolk,NY,11725,40.80733,-73.27931,150146.0,156084.0,166876.0,188898.0,200432.0,213996.0,238752,217726.66666666666,CLOSED,76
JPMorgan Chase Bank,0,Selden Branch,703,06/28/1977,06/20/1992,999 Middle Country Road,Selden,Suffolk,NY,11784,40.86371,-73.04897,168099.0,176965.0,180208.0,203190.0,202476.0,204596.0,220089,209053.66666666666,CLOSED,97
JPMorgan Chase Bank,0,Great Neck Plaza Branch,758,09/30/1961,07/14/1996,22 Grace Avenue,Great Neck,Nassau,NY,11021,40.78864,-73.72687,464689.0,473811.0,510551.0,558288.0,613746.0,671467.0,687826,657679.6666666666,CLOSED,168
JPMorgan Chase Bank,0,Hartsdale Branch,759,04/28/1962,07/14/1996,3 South Central Park Avenue,Hartsdale,Westchester,NY,10530,41.02211,-73.80873,118868.0,118099.0,119111.0,129781.0,131114.0,130726.0,137065,132968.33333333334,CLOSED,242
JPMorgan Chase Bank,0,Fleetwood Branch,761,05/23/1964,07/14/1996,511 Gramatan Avenue,Mount Vernon,Westchester,NY,10552,40.92465,-73.83623,161271.0,157404.0,169541.0,186230.0,193356.0,186928.0,197466,192583.33333333334,CLOSED,165
JPMorgan Chase Bank,0,Little Neck Branch,762,09/10/1954,07/14/1996,252-34 Northern Boulevard,Little Neck,Queens,NY,11363,,,144995.0,157945.0,174284.0,195873.0,216943.0,238090.0,277089,244040.66666666666,OPEN,185
JPMorgan Chase Bank,0,Grasmere Branch,763,03/06/1965,07/14/1996,1151 Hylan Boulevard,Staten Island,Richmond,NY,10305,40.59872,-74.08087,113371.0,109749.0,113106.0,133897.0,138386.0,156688.0,169941,155005.0,CLOSED,50
JPMorgan Chase Bank,0,Parkchester Branch,767,08/12/1940,07/14/1996,11 Hugh J. Grant Circle,Bronx,Bronx,NY,10462,40.83359,-73.86131,76758.0,76405.0,77605.0,83873.0,85878.0,97717.0,103621,95738.66666666667,CLOSED,94
JPMorgan Chase Bank,0,Throggs Neck Branch,768,01/01/1800,07/14/1996,3528 East Tremont Avenue,Bronx,Bronx,NY,10465,40.83075,-73.82626,174282.0,176014.0,198989.0,215450.0,223805.0,237124.0,268193,243040.66666666666,CLOSED,182
JPMorgan Chase Bank,0,Mott Haven Branch,771,01/01/1800,07/14/1996,270 East 137th Street,Bronx,Bronx,NY,10454,40.81048,-73.92806,25330.0,32051.0,33451.0,33351.0,34427.0,35979.0,35921,35442.333333333336,CLOSED,7
JPMorgan Chase Bank,0,Wakefield Branch,772,01/01/1800,07/14/1996,725 East 233rd Street,Bronx,Bronx,NY,10466,40.89317,-73.85647,133038.0,134340.0,137075.0,141976.0,145456.0,149789.0,176108,157117.66666666666,CLOSED,7
JPMorgan Chase Bank,0,Bensonhurst Branch,777,01/01/1800,07/14/1996,85-23 20th Avenue,Brooklyn,Kings,NY,11214,40.60485,-73.99799,142557.0,144241.0,144094.0,162097.0,158559.0,175765.0,183608,172644.0,CLOSED,127
JPMorgan Chase Bank,0,Empire Boulevard Branch,779,01/01/1800,07/14/1996,1000 Nostrand Avenue,Brooklyn,Kings,NY,11225,40.66417,-73.95098,70312.0,68610.0,81205.0,92524.0,104539.0,123165.0,136518,121407.33333333333,CLOSED,128
JPMorgan Chase Bank,0,Mill Basin Branch,780,01/03/1962,07/14/1996,6510 Avenue U,Brooklyn,Kings,NY,11234,40.61711,-73.91128,213138.0,222762.0,249831.0,263872.0,280792.0,298083.0,340618,306497.6666666667,CLOSED,226
JPMorgan Chase Bank,0,Bay Ridge Third Avenue Branch,781,06/16/1962,07/14/1996,9313 Third Avenue,Brooklyn,Kings,NY,11209,40.61836,-74.03315,165459.0,171074.0,172700.0,202903.0,230673.0,245086.0,278846,251535.0,CLOSED,134
JPMorgan Chase Bank,0,Park Avenue and 55th St Branch,782,10/14/1959,07/14/1996,410 Park Avenue,New York City,New York,NY,10022,40.76015,-73.97195,971550.0,1005780.0,1008528.0,1012473.0,1065766.0,1070136.0,1107854,1081252.0,CLOSED,202
JPMorgan Chase Bank,0,Second Ave and 106th St Branch,783,12/01/1962,07/14/1996,2065 2nd Avenue,New York City,New York,NY,10029,40.79069,-73.94248,68847.0,72589.0,73299.0,85176.0,91692.0,86872.0,89983,89515.66666666667,CLOSED,365
JPMorgan Chase Bank,0,135th Street & Fifth Avenue Branch,784,01/06/1962,07/14/1996,2218 5th Avenue,New York City,New York,NY,10037,40.81311,-73.93745,52478.0,54744.0,57225.0,59578.0,59351.0,63149.0,67947,63482.333333333336,CLOSED,12
JPMorgan Chase Bank,0,Avenue Of The Americas Branch,787,01/01/1800,07/14/1996,1370 Avenue Of The Americas,New York City,New York,NY,10019,40.76362,-73.97763,506396.0,518298.0,600258.0,635785.0,628139.0,679508.0,698544,668730.3333333334,CLOSED,209
JPMorgan Chase Bank,0,Grand Central Place,788,01/01/1800,07/14/1996,60 East 42nd Street,New York City,New York,NY,10017,40.75237,-73.97836,784595.0,912702.0,954878.0,1063416.0,1399938.0,1395495.0,1449603,1415012.0,CLOSED,18
JPMorgan Chase Bank,0,Hudson Street Branch,789,01/01/1800,07/14/1996,345 Hudson Street,New York City,New York,NY,10014,40.72748,-74.00734,127110.0,138189.0,158974.0,188448.0,201333.0,251023.0,277011,243122.33333333334,CLOSED,198
JPMorgan Chase Bank,0,Noho Branch,790,01/01/1800,07/14/1996,623 Broadway,New York City,New York,NY,10012,40.72602,-73.99625,194760.0,214049.0,236412.0,285129.0,372266.0,360850.0,387992,373702.6666666667,CLOSED,198
JPMorgan Chase Bank,0,Madison Avenue and 64th St Branch,791,01/01/1800,07/14/1996,726 Madison Avenue,New York City,New York,NY,10065,40.76655,-73.96925,273546.0,8707.0,689745.0,1031195.0,801473.0,27339.0,18449,282420.3333333333,CLOSED,365
JPMorgan Chase Bank,0,Broadway and Fulton Branch,794,01/01/1800,07/14/1996,214 Broadway,New York City,New York,NY,10038,40.71124,-74.00866,848998.0,875848.0,921054.0,988600.0,1001439.0,1011190.0,1498325,1170318.0,CLOSED,66
JPMorgan Chase Bank,0,Madison & 79th Street Branch,798,01/01/1800,07/14/1996,1025 Madison Avenue,New York City,New York,NY,10075,40.77613,-73.96219,256403.0,297063.0,359900.0,372306.0,391634.0,413091.0,396733,400486.0,CLOSED,7
JPMorgan Chase Bank,0,First Ave and 44th St Branch,800,12/14/1953,07/14/1996,1 United Nations Plaza,New York City,New York,NY,10017,40.75012,-73.96888,1049068.0,662093.0,663589.0,668676.0,604426.0,576754.0,575874,585684.6666666666,CLOSED,373
JPMorgan Chase Bank,0,West 14th Street Branch,801,01/01/1800,07/14/1996,69 5th Avenue,New York City,New York,NY,10003,40.7363,-73.9934,255193.0,262922.0,291581.0,315775.0,337511.0,380178.0,399598,372429.0,CLOSED,147
JPMorgan Chase Bank,0,Third Avenue and 79th Street Branch,802,12/03/1963,07/14/1996,201 East 79th Street,New York City,New York,NY,10075,40.7743,-73.95719,252158.0,272514.0,300037.0,331262.0,342944.0,433235.0,453850,410009.6666666667,CLOSED,373
JPMorgan Chase Bank,0,73rd Street & Broadway Branch,803,01/01/1800,07/14/1996,2099 Broadway,New York City,New York,NY,10023,40.77959,-73.98192,414374.0,436965.0,508815.0,572092.0,559936.0,574801.0,624351,586362.6666666666,CLOSED,124
JPMorgan Chase Bank,0,Third Avenue and 56th Street Branch,804,03/21/1962,07/14/1996,919 Third Avenue,New York City,New York,NY,10022,40.75954,-73.96798,336162.0,390954.0,411627.0,471007.0,473221.0,550514.0,528531,517422.0,CLOSED,32
JPMorgan Chase Bank,0,Dyckman Street Branch,805,01/01/1800,07/14/1996,161 Dyckman Street,New York City,New York,NY,10040,40.86383,-73.92618,108837.0,106662.0,113988.0,120496.0,117747.0,122689.0,125791,122075.66666666667,CLOSED,118
JPMorgan Chase Bank,0,Ditmars Branch,810,01/01/1800,07/14/1996,22-45 31st Street,Astoria,Queens,NY,11105,40.78013,-73.90961,104599.0,109107.0,120913.0,142525.0,162773.0,177011.0,196242,178675.33333333334,CLOSED,33
JPMorgan Chase Bank,0,Corona 103rd St Branch,813,01/01/1800,07/14/1996,37-94 103rd Street,Corona,Queens,NY,11368,40.75213,-73.86393,61787.0,66429.0,71317.0,81202.0,88128.0,99129.0,111159,99472.0,CLOSED,225
JPMorgan Chase Bank,0,Broadway-Flushing Branch,814,01/01/1800,07/14/1996,163-20 Northern Boulevard,Flushing,Queens,NY,11358,40.76096,-73.8022,160279.0,173182.0,166057.0,186743.0,201634.0,214746.0,246032,220804.0,CLOSED,43
