Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits,recent_avg_deposits,Status,Assigned Branch
JPMorgan Chase Bank,0,Yellowstone Branch,816,10/28/1953,07/14/1996,104-17 Queens Boulevard,Forest Hills,Queens,NY,11375,,,116449.0,118905.0,126131.0,139563.0,161976.0,201456.0,192306,185246.0,OPEN,214
JPMorgan Chase Bank,0,Fresh Meadows Branch,817,02/07/1949,07/14/1996,187-08 Horace Harding Expressway,Fresh Meadows,Queens,NY,11365,,,194935.0,199008.0,220586.0,245714.0,264185.0,283820.0,316306,288103.6666666667,OPEN,215
JPMorgan Chase Bank,0,Roosevelt and 75th St Branch,818,10/31/1949,07/14/1996,37-67 75th Street,Jackson Heights,Queens,NY,11372,40.74698,-73.89042,131165.0,134820.0,134910.0,154188.0,172241.0,190912.0,216622,193258.33333333334,CLOSED,153
JPMorgan Chase Bank,0,Jamaica Branch,819,01/01/1800,07/14/1996,161-10 Jamaica Avenue,Jamaica,Queens,NY,11432,40.70424,-73.79809,100593.0,101440.0,106050.0,111444.0,122882.0,124029.0,135494,127468.33333333333,CLOSED,158
JPMorgan Chase Bank,0,Kew Gardens Branch,820,01/01/1800,07/14/1996,81-35 Lefferts Boulevard,Kew Gardens,Queens,NY,11415,40.70854,-73.83069,151105.0,157720.0,169500.0,192324.0,206538.0,220550.0,221926,216338.0,CLOSED,221
JPMorgan Chase Bank,0,Grand Ave and 66th St Branch,821,01/01/1800,07/14/1996,66-02 Grand Avenue,Maspeth,Queens,NY,11378,40.72428,-73.89845,104688.0,105907.0,114935.0,130072.0,135616.0,143010.0,172690,150438.66666666666,CLOSED,108
JPMorgan Chase Bank,0,Metropolitan Avenue Branch,822,01/01/1800,07/14/1996,51-15 Metropolitan Avenue,Ridgewood,Queens,NY,11385,,,65955.0,68141.0,73447.0,89585.0,105348.0,124252.0,141360,123653.33333333333,CLOSED,220
JPMorgan Chase Bank,0,Metropolitan and 74th St Branch,823,01/01/1800,07/14/1996,74-03 Metropolitan Avenue,Middle Village,Queens,NY,11379,40.71286,-73.87803,89975.0,90936.0,94734.0,124739.0,130157.0,135214.0,146883,137418.0,CLOSED,153
JPMorgan Chase Bank,0,Ozone Park Branch,825,01/01/1800,07/14/1996,96-19 101st Avenue,Ozone Park,Queens,NY,11416,40.68472,-73.84441,115238.0,122692.0,126056.0,144284.0,150878.0,152379.0,162842,155366.33333333334,CLOSED,175
JPMorgan Chase Bank,0,Richmond Hill South Branch,828,01/01/1800,07/14/1996,11118 Liberty Avenue,South Richmond Hill,Queens,NY,11419,40.685,-73.83045,179088.0,182127.0,189507.0,206540.0,228101.0,241268.0,263246,244205.0,CLOSED,163
JPMorgan Chase Bank,0,Rockaway Park Branch,830,01/01/1800,07/14/1996,257 Beach 116th St,Rockaway Park,Queens,NY,11694,40.58016,-73.83724,135547.0,137276.0,136306.0,158206.0,154171.0,166746.0,188020,169645.66666666666,CLOSED,131
JPMorgan Chase Bank,0,Whitestone Branch,832,01/01/1800,07/14/1996,153-15 Cross Island Parkway,Whitestone,Queens,NY,11357,40.78698,-73.80896,249996.0,259551.0,271758.0,305100.0,335949.0,343298.0,371425,350224.0,CLOSED,169
JPMorgan Chase Bank,0,Woodhaven Branch,833,01/01/1800,07/14/1996,84-01 Jamaica Avenue,Woodhaven,Queens,NY,11421,40.69252,-73.8598,75436.0,79859.0,78226.0,87644.0,91707.0,96118.0,108335,98720.0,CLOSED,212
JPMorgan Chase Bank,0,New Dorp Branch,835,07/05/1950,07/14/1996,200 New Dorp Lane,Staten Island,Richmond,NY,10306,40.57299,-74.11458,184754.0,169675.0,184606.0,198685.0,204004.0,203885.0,218596,208828.33333333334,CLOSED,55
JPMorgan Chase Bank,0,West New Brighton Branch,836,11/01/1951,07/14/1996,666 Forest Avenue,Staten Island,Richmond,NY,10310,40.62962,-74.11126,162536.0,165944.0,176733.0,182973.0,187087.0,232916.0,211059,210354.0,CLOSED,55
JPMorgan Chase Bank,0,Syosset Branch,839,01/09/1963,07/14/1996,220 West Jericho Turnpike,Syosset,Nassau,NY,11791,40.80619,-73.52079,222117.0,248647.0,253460.0,253517.0,244404.0,273632.0,292276,270104.0,CLOSED,265
JPMorgan Chase Bank,0,Yorktown Heights Branch,840,07/19/1962,07/14/1996,2035 Crompond Road,Yorktown Heights,Westchester,NY,10598,41.27755,-73.78445,111770.0,112707.0,115405.0,126959.0,137324.0,142766.0,152928,144339.33333333334,CLOSED,252
JPMorgan Chase Bank,0,Midwood Branch,841,08/12/1964,07/14/1996,1501 Avenue M,New York City,Kings,NY,11230,40.61807,-73.96002,305645.0,316308.0,356369.0,407742.0,453300.0,481014.0,515648,483320.6666666667,CLOSED,122
JPMorgan Chase Bank,0,South Valley Stream Branch,842,11/01/1966,07/14/1996,930 Rosedale Road,Valley Stream,Nassau,NY,11581,40.65331,-73.72446,104107.0,104985.0,106264.0,118691.0,121118.0,135792.0,147637,134849.0,CLOSED,4
JPMorgan Chase Bank,0,Ardsley Branch,843,12/20/1966,07/14/1996,875 Saw Mill River Road,Ardsley,Westchester,NY,10502,41.01809,-73.84419,102165.0,104157.0,115666.0,126992.0,135502.0,144205.0,154608,144771.66666666666,CLOSED,57
JPMorgan Chase Bank,0,Brighton Beach Branch,845,12/28/1967,07/14/1996,722 Brighton Beach Avenue,Brooklyn,Kings,NY,11235,40.57777,-73.96046,279348.0,297397.0,287003.0,319340.0,316661.0,311404.0,320744,316269.6666666667,CLOSED,14
JPMorgan Chase Bank,0,Mcdonald Avenue Branch,846,12/19/1967,07/14/1996,4323 18th Avenue,Brooklyn,Kings,NY,11218,40.63109,-73.97626,182563.0,183109.0,198810.0,227607.0,261328.0,275327.0,299425,278693.3333333333,CLOSED,14
JPMorgan Chase Bank,0,Pelham Bay Branch,848,12/16/1968,07/14/1996,3217 Westchester Avenue,Bronx,Bronx,NY,10461,40.85194,-73.82943,140585.0,130201.0,129417.0,134399.0,130061.0,134879.0,142503,135814.33333333334,CLOSED,10
JPMorgan Chase Bank,0,Carle Place Branch,852,06/22/1970,07/14/1996,267 Old Country Road,Carle Place,Nassau,NY,11514,40.74416,-73.60935,162061.0,145166.0,149805.0,159280.0,160835.0,182550.0,188355,177246.66666666666,CLOSED,105
JPMorgan Chase Bank,0,Millwood Branch,853,09/25/1970,07/14/1996,230 Saw Millriver Road,Millwood,Westchester,NY,10546,41.18801,-73.80361,122835.0,131722.0,147945.0,154644.0,168702.0,176644.0,209671,185005.66666666666,CLOSED,252
JPMorgan Chase Bank,0,Second Avenue & 86th Street Branch,854,11/24/1970,07/14/1996,244 East 86th Street,New York City,New York,NY,10028,40.77802,-73.95207,196488.0,206148.0,218109.0,239303.0,280880.0,302522.0,308081,297161.0,CLOSED,209
JPMorgan Chase Bank,0,Jamaica Estates Branch,856,03/25/1971,07/14/1996,184-01 Hillside Avenue,Jamaica,Queens,NY,11432,40.71413,-73.77765,125592.0,137879.0,143975.0,143023.0,144838.0,150876.0,165210,153641.33333333334,CLOSED,63
JPMorgan Chase Bank,0,Cross River Branch,861,07/14/1972,07/14/1996,20 N Salem Rd,Cross River,Westchester,NY,10518,41.26748,-73.59811,142655.0,141607.0,138134.0,150328.0,162652.0,154546.0,178545,165247.66666666666,CLOSED,170
JPMorgan Chase Bank,0,Quaker Ridge Branch,862,12/01/1972,07/14/1996,45 Quaker Ridge Road,New Rochelle,Westchester,NY,10804,40.94795,-73.79482,218021.0,214519.0,251864.0,255083.0,259401.0,245912.0,285879,263730.6666666667,CLOSED,242
JPMorgan Chase Bank,0,Gun Hill Road Branch,863,01/03/1973,07/14/1996,1650 Gun Hill Road,Bronx,Bronx,NY,10469,40.8662,-73.83816,72912.0,75324.0,78907.0,85211.0,98481.0,108210.0,116472,107721.0,CLOSED,374
JPMorgan Chase Bank,0,East Hills Branch,872,12/27/1974,07/14/1996,425 Glen Cove Road,Roslyn Heights,Nassau,NY,11577,40.78575,-73.62236,219554.0,217106.0,219577.0,230278.0,225396.0,232103.0,260070,239189.66666666666,CLOSED,168
JPMorgan Chase Bank,0,Abingdon Square Branch,875,07/30/1975,07/14/1996,302 West 12th Street,New York City,New York,NY,10014,40.73755,-74.00471,233563.0,257828.0,267549.0,314217.0,322582.0,332715.0,343206,332834.3333333333,CLOSED,20
JPMorgan Chase Bank,0,Fort Washington Avenue Branch,876,12/01/1975,07/14/1996,596 Fort Washington Avenue,New York City,New York,NY,10033,40.85499,-73.93686,88999.0,89305.0,100875.0,115317.0,119510.0,130750.0,132319,127526.33333333333,CLOSED,8
JPMorgan Chase Bank,0,Monroe Branch,881,05/17/1974,07/14/1996,"475 Route 17m, K-Mart Plaza",Monroe,Orange,NY,10950,41.31862,-74.17588,91732.0,105161.0,119979.0,139674.0,135359.0,158833.0,177419,157203.66666666666,OPEN,247
JPMorgan Chase Bank,0,Brewster Branch,883,09/01/1975,07/14/1996,1511 Route 22,Brewster,Putnam,NY,10509,41.42067,-73.57661,68427.0,70943.0,74226.0,74038.0,79445.0,85676.0,92206,85775.66666666667,CLOSED,392
JPMorgan Chase Bank,0,Eastchester Branch,975,08/12/1947,07/14/1996,360 White Plains Road,Eastchester,Westchester,NY,10709,40.95287,-73.81557,141070.0,145380.0,153429.0,167881.0,183916.0,197583.0,210600,197366.33333333334,CLOSED,120
JPMorgan Chase Bank,0,Halston and Harrison Branch,977,04/20/1940,07/14/1996,275 Halstead Avenue,Harrison,Westchester,NY,10528,40.96605,-73.71702,225475.0,246438.0,301204.0,296032.0,260284.0,242329.0,258189,253600.66666666666,CLOSED,1
JPMorgan Chase Bank,0,Larchmont Branch,979,04/13/1956,07/14/1996,125 Chatsworth Avenue,Larchmont,Westchester,NY,10538,40.94142,-73.76436,91875.0,160140.0,187779.0,214168.0,225678.0,231940.0,263727,240448.33333333334,CLOSED,64
JPMorgan Chase Bank,0,Mount Kisco Satellite Express Branch,980,12/06/1960,07/14/1996,777 North Bedford Road,Bedford Hills,Westchester,NY,10507,41.22251,-73.71532,139743.0,141039.0,161442.0,193284.0,207640.0,225145.0,216383,216389.33333333334,CLOSED,238
JPMorgan Chase Bank,0,New Rochelle Branch,981,11/01/1954,07/14/1996,270 North Avenue,New Rochelle,Westchester,NY,10801,40.91212,-73.78289,123508.0,132621.0,136375.0,174310.0,162972.0,157895.0,168282,163049.66666666666,CLOSED,266
JPMorgan Chase Bank,0,Peekskill Branch,982,05/15/1959,07/14/1996,1825 East Main Street,Peekskill,Westchester,NY,10566,41.29632,-73.89549,131849.0,137158.0,148911.0,160837.0,163868.0,175897.0,183091,174285.33333333334,OPEN,173
JPMorgan Chase Bank,0,Pleasantville Branch,983,06/30/1961,07/14/1996,17 Washington Avenue,Pleasantville,Westchester,NY,10570,41.13582,-73.79182,140366.0,135717.0,141729.0,144352.0,153348.0,156725.0,175042,161705.0,CLOSED,238
JPMorgan Chase Bank,0,Rye Branch,984,08/01/1960,07/14/1996,73 Purchase Street,Rye,Westchester,NY,10580,40.98291,-73.68445,404657.0,487229.0,564822.0,559820.0,537901.0,504208.0,565624,535911.0,CLOSED,179
JPMorgan Chase Bank,0,Thruway Branch,985,08/17/1956,07/14/1996,360 South Broadway,Tarrytown,Westchester,NY,10591,41.06317,-73.86219,106385.0,113843.0,115709.0,126009.0,131869.0,147332.0,162695,147298.66666666666,CLOSED,257
JPMorgan Chase Bank,0,Rosedale Branch,986,11/05/1962,07/14/1996,1214 Mamaroneck Avenue,White Plains,Westchester,NY,10605,40.99222,-73.74618,95960.0,109729.0,104405.0,115799.0,115657.0,122953.0,127201,121937.0,CLOSED,242
JPMorgan Chase Bank,0,Gedney Branch,987,05/18/1953,07/14/1996,501 Mamaroneck Avenue,White Plains,Westchester,NY,10605,41.02233,-73.75882,163891.0,163906.0,168961.0,182904.0,181766.0,193928.0,232484,202726.0,CLOSED,249
JPMorgan Chase Bank,0,North White Plains Branch,988,10/10/1961,07/14/1996,566 North Broadway,White Plains,Westchester,NY,10603,41.05265,-73.76996,135042.0,138773.0,148868.0,158419.0,155928.0,177778.0,197210,176972.0,CLOSED,165
JPMorgan Chase Bank,0,Somers Branch,989,10/31/1974,07/14/1996,265 Route 202,Somers,Westchester,NY,10589,41.33196,-73.68042,74104.0,80677.0,83250.0,92946.0,100280.0,99053.0,106625,101986.0,CLOSED,241
JPMorgan Chase Bank,0,Islip Branch,997,12/28/1979,07/14/1996,556 Main Street,Islip,Suffolk,NY,11751,40.72931,-73.21308,199800.0,207065.0,228828.0,236469.0,227279.0,250342.0,262543,246721.33333333334,CLOSED,90
JPMorgan Chase Bank,0,Merrick Branch,1003,05/18/1987,07/14/1996,2122 Merrick Avenue,Merrick,Nassau,NY,11566,40.66665,-73.55345,94106.0,96519.0,105098.0,125654.0,141300.0,137327.0,148323,142316.66666666666,CLOSED,51
JPMorgan Chase Bank,0,Select Direct I Branch,1016,08/01/1989,07/14/1996,"1 Chase Manhattan Plaza, 33rd Floor",New York City,New York,NY,10005,40.70772,-74.01012,165.0,158.0,162.0,139.0,133.0,118.0,157,136.0,CLOSED,136
JPMorgan Chase Bank,0,East Meadow Branch,1017,03/22/1972,07/14/1996,2469 Hempstead Turnpike,East Meadow,Nassau,NY,11554,40.72477,-73.54492,302678.0,302834.0,318596.0,328939.0,336297.0,344577.0,357813,346229.0,CLOSED,92
JPMorgan Chase Bank,0,Cross County Branch,1018,09/24/1973,07/14/1996,762 Central Park Avenue,Yonkers,Westchester,NY,10704,40.92689,-73.85713,130767.0,134528.0,139534.0,161594.0,163729.0,173715.0,190127,175857.0,CLOSED,242
JPMorgan Chase Bank,0,Munsey Park Branch,1021,03/27/1981,07/14/1996,2111 Northern Boulevard,Manhasset,Nassau,NY,11030,40.79708,-73.66939,322256.0,357886.0,379920.0,401904.0,420642.0,411797.0,423422,418620.3333333333,CLOSED,168
JPMorgan Chase Bank,0,Chatham Square Branch,1026,01/02/1991,07/14/1996,2 Bowery,New York City,New York,NY,10013,40.71415,-73.99753,128436.0,144528.0,169953.0,209021.0,222059.0,246484.0,309391,259311.33333333334,CLOSED,373
JPMorgan Chase Bank,0,Hicksville Branch,1028,06/14/1969,07/14/1996,284 North Broadway,Hicksville,Nassau,NY,11801,40.77862,-73.53056,205788.0,215595.0,223654.0,244356.0,243527.0,266129.0,309181,272945.6666666667,CLOSED,265
JPMorgan Chase Bank,0,Jew. Home & Hosp. Mobile Tel. Branch,1032,06/20/1991,07/14/1996,100 West Kingsbridge Road,New York City,Bronx,NY,10468,40.86836,-73.90157,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,11
JPMorgan Chase Bank,0,Metrotech Branch,1038,06/01/1992,07/14/1996,4 Chase Metrotech Center,Brooklyn,Kings,NY,11245,,,92602.0,107165.0,113830.0,126947.0,147791.0,163327.0,196116,169078.0,OPEN,271
JPMorgan Chase Bank,0,Tower Branch,1040,11/16/1929,07/14/1996,1 S Clinton Ave,Rochester,Monroe,NY,14604,43.15711,-77.60666,112317.0,521531.0,347314.0,549217.0,537603.0,465753.0,593098,532151.3333333334,CLOSED,272
JPMorgan Chase Bank,0,Fairmount Branch,1041,07/27/1964,07/14/1996,3508 West Genesee Street,Syracuse,Onondaga,NY,13219,43.04832,-76.23206,43192.0,45424.0,50703.0,55732.0,59616.0,62205.0,63614,61811.666666666664,CLOSED,307
JPMorgan Chase Bank,0,Dewitt Branch,1042,01/02/1951,07/14/1996,4425 East Genesee Street,De Witt,Onondaga,NY,13214,43.03523,-76.06748,93230.0,98570.0,108898.0,114590.0,129701.0,133209.0,138841,133917.0,CLOSED,281
JPMorgan Chase Bank,0,Industrial Park Branch,1043,10/07/1954,07/14/1996,6004 Court Street,Syracuse,Onondaga,NY,13206,43.08165,-76.10378,30995.0,31399.0,32475.0,36245.0,39819.0,38365.0,41665,39949.666666666664,CLOSED,279
JPMorgan Chase Bank,0,Minoa Branch,1044,02/28/1964,07/14/1996,249 North Main Street,Minoa,Onondaga,NY,13116,43.07763,-76.00092,23397.0,22131.0,22785.0,23856.0,25406.0,27517.0,26540,26487.666666666668,CLOSED,274
JPMorgan Chase Bank,0,Oneida Branch,1045,02/03/1958,07/14/1996,150 West Main Street,Oneida,Madison,NY,13421,43.09494,-75.65184,22337.0,22603.0,22498.0,23594.0,25453.0,31362.0,32174,29663.0,OPEN,277
JPMorgan Chase Bank,0,Oswego Branch,1046,04/06/1964,07/14/1996,204 West First Street,Oswego,Oswego,NY,13126,43.45603,-76.51095,38414.0,39124.0,38510.0,44859.0,47254.0,51007.0,51837,50032.666666666664,OPEN,278
JPMorgan Chase Bank,0,Seventh North Branch,1047,05/21/1962,07/14/1996,424 7th North Street,Liverpool,Onondaga,NY,13088,43.09146,-76.17007,57153.0,55180.0,58549.0,62972.0,69984.0,70919.0,79894,73599.0,CLOSED,284
JPMorgan Chase Bank,0,James Street Branch,1049,09/20/1957,07/14/1996,801 James Street,Syracuse,Onondaga,NY,13203,43.05641,-76.14037,30751.0,33117.0,36051.0,39298.0,40990.0,40258.0,44578,41942.0,CLOSED,273
JPMorgan Chase Bank,0,University Branch,1050,09/14/1970,07/14/1996,649 South Crouse Avenue,Syracuse,Onondaga,NY,13210,43.04346,-76.13653,45556.0,58676.0,60118.0,73689.0,89551.0,102543.0,128649,106914.33333333333,CLOSED,280
JPMorgan Chase Bank,0,Manlius Branch,1051,04/17/1972,07/14/1996,329 Fayette Street,Manlius,Onondaga,NY,13104,43.00564,-75.98423,64437.0,69391.0,74979.0,78329.0,77044.0,83309.0,94929,85094.0,CLOSED,282
JPMorgan Chase Bank,0,Cicero Banking Center Branch,1052,09/28/1972,07/14/1996,7888 Brewerton Road,Cicero,Onondaga,NY,13039,43.15179,-76.12463,42967.0,45543.0,50815.0,56525.0,66883.0,67468.0,73697,69349.33333333333,CLOSED,275
JPMorgan Chase Bank,0,Lincoln Center Branch,1054,01/01/1979,07/14/1996,110 West Fayette Street,Syracuse,Onondaga,NY,13202,43.04874,-76.15296,94562.0,91215.0,95426.0,106696.0,105242.0,111478.0,112695,109805.0,CLOSED,280
JPMorgan Chase Bank,0,Brighton Monroe Branch,1055,12/19/1940,07/14/1996,1755 Monroe Street,Rochester,Monroe,NY,14618,43.12933,-77.56781,113164.0,117477.0,125416.0,138694.0,164521.0,159959.0,169879,164786.33333333334,CLOSED,301
JPMorgan Chase Bank,0,Brockport Branch,1056,02/27/1937,07/14/1996,66 Main Street,Brockport,Monroe,NY,14420,43.21519,-77.93859,38760.0,44085.0,51988.0,55870.0,57962.0,61165.0,60570,59899.0,OPEN,286
JPMorgan Chase Bank,0,Canandaigua Branch,1057,02/28/1948,07/14/1996,130 South Main Street,Canandaigua,Ontario,NY,14424,42.88582,-77.28012,58078.0,59664.0,62347.0,65696.0,67632.0,68472.0,72775,69626.33333333333,OPEN,287
JPMorgan Chase Bank,0,Charlotte Branch,1063,12/20/1965,07/14/1996,3917 Lake Avenue,Rochester,Monroe,NY,14612,43.24174,-77.62017,33227.0,32632.0,37997.0,40643.0,42029.0,73156.0,72705,62630.0,CLOSED,272
JPMorgan Chase Bank,0,Henrietta Branch,1064,02/25/1957,07/14/1996,1575 East Henrietta Road,Rochester,Monroe,NY,14623,43.08942,-77.6101,68780.0,71797.0,90708.0,101282.0,108732.0,117415.0,138128,121425.0,CLOSED,285
JPMorgan Chase Bank,0,Irondequoit West Branch,1065,12/01/1941,07/14/1996,674 Titus Avenue,Irondequoit,Monroe,NY,14617,43.21067,-77.59862,47804.0,49104.0,54379.0,57240.0,58904.0,59521.0,59518,59314.333333333336,CLOSED,300
JPMorgan Chase Bank,0,Macedon Branch,1066,11/16/1959,07/14/1996,1890 West Wayne Plaza,Macedon,Wayne,NY,14502,43.06925,-77.28757,29651.0,23904.0,22651.0,23527.0,24918.0,23520.0,30460,26299.333333333332,OPEN,291
JPMorgan Chase Bank,0,Eastway Branch,1067,03/02/1959,07/14/1996,1950 Empire Boulevard,Webster,Monroe,NY,14580,43.19285,-77.50225,47365.0,52355.0,58092.0,61729.0,63801.0,70915.0,80885,71867.0,CLOSED,285
JPMorgan Chase Bank,0,East Rochester Fairport Road Branch,1068,12/13/1962,07/14/1996,865 Fairport Road,East Rochester,Monroe,NY,14445,43.10297,-77.48247,31202.0,34194.0,41305.0,46152.0,49675.0,52344.0,55885,52634.666666666664,CLOSED,296
JPMorgan Chase Bank,0,Monroe Avenue Branch,1071,01/01/1928,07/14/1996,560 Monroe Avenue,Rochester,Monroe,NY,14607,43.14573,-77.59227,31378.0,34252.0,39705.0,41787.0,40043.0,42509.0,46126,42892.666666666664,CLOSED,296
JPMorgan Chase Bank,0,West End Branch,1075,12/01/1921,07/14/1996,36 Genesee Street,Rochester,Monroe,NY,14611,43.14953,-77.636,4532.0,5223.0,6911.0,6370.0,6549.0,6695.0,6895,6713.0,CLOSED,302
JPMorgan Chase Bank,0,Browncroft Branch,1076,11/19/1951,07/14/1996,245 Merchants Road,Rochester,Monroe,NY,14609,43.16011,-77.54862,23973.0,24064.0,27297.0,27367.0,29485.0,30504.0,32662,30883.666666666668,CLOSED,292
JPMorgan Chase Bank,0,Penfield Branch,1077,03/15/1965,07/14/1996,2159 Fairport 9 Mile Point Road,Fairport,Monroe,NY,14450,43.1292,-77.44129,44886.0,53873.0,59609.0,71144.0,72759.0,76979.0,89059,79599.0,CLOSED,292
JPMorgan Chase Bank,0,Irondequoit East Branch,1078,11/14/1966,07/14/1996,1982 Ridge Road East,Irondequoit,Monroe,NY,14622,43.20259,-77.56499,37920.0,38159.0,40612.0,43375.0,41960.0,41691.0,41893,41848.0,CLOSED,296
JPMorgan Chase Bank,0,Perinton Plaza Branch,1079,12/14/1967,07/14/1996,609 Moseley Road,Fairport,Monroe,NY,14450,43.07051,-77.44241,66783.0,75123.0,84243.0,95425.0,113512.0,110619.0,113051,112394.0,CLOSED,299
JPMorgan Chase Bank,0,Greece Ridge Branch,1080,09/15/1971,07/14/1996,358 Greece Ridge Center Drive,Rochester,Monroe,NY,14626,43.20629,-77.69435,26861.0,27757.0,30059.0,37064.0,37088.0,36411.0,38882,37460.333333333336,CLOSED,302
JPMorgan Chase Bank,0,Pittsford Village Branch,1081,09/28/1972,07/14/1996,31 State Street,Pittsford,Monroe,NY,14534,43.09014,-77.51318,88164.0,97450.0,114239.0,130397.0,135479.0,147846.0,151267,144864.0,CLOSED,293
JPMorgan Chase Bank,0,Westgate Rochester Branch,1082,10/16/1974,07/14/1996,2130 Chili Avenue,Rochester,Monroe,NY,14624,43.13186,-77.68724,35506.0,35676.0,37166.0,39064.0,49633.0,59240.0,63635,57502.666666666664,CLOSED,305
JPMorgan Chase Bank,0,Williamson Branch,1083,11/03/1975,07/14/1996,4124 Pearsall Street,Williamson,Wayne,NY,14589,43.20942,-77.18437,22202.0,26230.0,28390.0,31900.0,31686.0,34086.0,35040,33604.0,OPEN,303
JPMorgan Chase Bank,0,U Of R River Campus Branch,1084,08/23/1976,07/14/1996,500 Joseph C Wilson Boulevard,Rochester,Monroe,NY,14627,43.12603,-77.63142,27141.0,33531.0,39022.0,51482.0,60637.0,72604.0,92659,75300.0,CLOSED,302
JPMorgan Chase Bank,0,Rochester Medical Center Branch,1085,10/18/1976,07/14/1996,260 Crittenden Boulevard,Rochester,Monroe,NY,14642,43.12152,-77.62725,93398.0,99784.0,108273.0,117540.0,125406.0,135468.0,142851,134575.0,CLOSED,294
JPMorgan Chase Bank,0,Scottsville Branch,1109,11/09/1960,07/14/1996,1 Rochester Street,Scottsville,Monroe,NY,14546,43.02023,-77.74836,23868.0,26498.0,29740.0,32459.0,37747.0,38691.0,36928,37788.666666666664,OPEN,306
JPMorgan Chase Bank,0,Liverpool Branch,1117,05/30/1974,07/14/1996,4169 Elmcrest Road,Liverpool,Onondaga,NY,13090,43.13601,-76.22642,61030.0,61076.0,67297.0,80748.0,85771.0,86981.0,94760,89170.66666666667,CLOSED,273
JPMorgan Chase Bank,0,Rochester Small Bus Lending Branch,1119,04/10/1991,07/14/1996,2300 Buffalo Road,Rochester,Monroe,NY,14624,43.14651,-77.71357,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,305
JPMorgan Chase Bank,0,Greece Long Pond Branch,1120,06/14/1991,07/14/1996,690 Long Pond Road,Rochester,Monroe,NY,14612,43.25217,-77.6964,52228.0,53689.0,57789.0,61165.0,65793.0,69230.0,76001,70341.33333333333,CLOSED,290
JPMorgan Chase Bank,0,Webster Branch,1122,07/13/1992,07/14/1996,920 Holt Road,Webster,Monroe,NY,14580,43.21181,-77.44654,51865.0,56591.0,67747.0,76241.0,88757.0,94371.0,98187,93771.66666666667,CLOSED,298
JPMorgan Chase Bank,0,Arden Heights Branch,1123,06/30/1990,07/14/1996,230 Arden Avenue,Staten Island,Richmond,NY,10312,40.55315,-74.19189,165571.0,168259.0,167081.0,195490.0,202702.0,214585.0,240629,219305.33333333334,CLOSED,55
JPMorgan Chase Bank,0,Ny Presbyterian Branch,1124,08/30/1993,07/14/1996,180 Fort Washington Avenue,New York City,New York,NY,10032,40.84138,-73.94259,180500.0,171105.0,187839.0,202911.0,212026.0,220284.0,241520,224610.0,CLOSED,9
JPMorgan Chase Bank,0,Bridgeport North End Branch,1139,01/03/1949,07/14/1996,2125 Main Street,Bridgeport,Fairfield,CT,6606,41.19223,-73.19738,91824.0,84917.0,84803.0,89759.0,87182.0,90983.0,93821,90662.0,CLOSED,317
JPMorgan Chase Bank,0,Bridgeport West Side Branch,1140,04/02/1962,07/14/1996,1460 State Street,Bridgeport,Fairfield,CT,6605,41.16995,-73.21084,16450.0,15577.0,15988.0,16648.0,17842.0,19279.0,20215,19112.0,CLOSED,313
JPMorgan Chase Bank,0,Fairfield Center Branch,1142,06/01/1937,07/14/1996,1401 Post Road,Fairfield,Fairfield,CT,6824,41.14153,-73.25641,210069.0,260132.0,286163.0,275514.0,262630.0,249255.0,271962,261282.33333333334,CLOSED,320
JPMorgan Chase Bank,0,South Norwalk Branch,1143,08/05/1957,07/14/1996,50 Washington Street,Norwalk,Fairfield,CT,6854,41.09897,-73.4188,32356.0,33316.0,36294.0,40144.0,38526.0,40447.0,44791,41254.666666666664,CLOSED,333
JPMorgan Chase Bank,0,Trumbull Quality Street Branch,1146,12/11/1965,07/14/1996,"80 Quality Street, Town Hall Sc",Trumbull,Fairfield,CT,6611,41.25599,-73.21702,55558.0,58377.0,60524.0,59755.0,63373.0,66116.0,69359,66282.66666666667,CLOSED,331
JPMorgan Chase Bank,0,Stony Hill Branch,1147,09/24/1966,07/14/1996,111 Newton Road,Danbury,Fairfield,CT,6810,41.41452,-73.4063,110704.0,118522.0,126303.0,134272.0,129342.0,133807.0,144766,135971.66666666666,CLOSED,318
JPMorgan Chase Bank,0,Milford (Ford Street) Branch,1148,09/16/1967,07/14/1996,370 Boston Post Road,Milford,New Haven,CT,6460,41.22554,-73.07122,82623.0,83772.0,86838.0,86705.0,87268.0,89086.0,99210,91854.66666666667,CLOSED,330
JPMorgan Chase Bank,0,Fairfield Woods Branch,1149,03/15/1969,07/14/1996,2272 Black Rock Turnpike,Fairfield,Fairfield,CT,6825,41.18273,-73.25433,109559.0,113381.0,118833.0,122273.0,123641.0,130116.0,142158,131971.66666666666,CLOSED,328
JPMorgan Chase Bank,0,South Wilton Branch,1150,09/27/1969,07/14/1996,34 Danbury Road,Wilton,Fairfield,CT,6897,41.16495,-73.41807,79170.0,83522.0,84900.0,110853.0,110466.0,106259.0,108628,108451.0,CLOSED,321
